gene_id	AB_1	AB_2	AB_3	P1_1	P1_2	P1_3
WBGene00047339	0	0	0	0	0	0
WBGene00047340	0	0	0	0	0	0
WBGene00047341	0	0	0	0	0	0
WBGene00047342	0	0	0	0	0	0
WBGene00047343	0	0	0	0	0	0
WBGene00047344	0	0	0	0	0	0
WBGene00047345	0	0	0	0	0	0
WBGene00047346	0	0	0	0	0	0
WBGene00047347	0	0	0	0	0	0
WBGene00047348	0	0	0	0	0	0
WBGene00047349	0	0	0	0	0	0
WBGene00047350	0	0	0	0	0	0
WBGene00047351	0	0	0	0	0	0
WBGene00047352	0	0	0	0	0	0
WBGene00047353	0	0	0	0	0	0
WBGene00047354	0	0	0	0	0	0
WBGene00047355	0	0	0	0	0	0
WBGene00047356	0	0	0	0	0	0
WBGene00047357	0	0	0	0	0	0
WBGene00047358	0	0	0	0	0	0
WBGene00047359	0	0	0	0	0	0
WBGene00047360	0	0	0	0	0	0
WBGene00047361	0	0	0	0	0	0
WBGene00047362	0	0	0	0	0	0
WBGene00047363	0	0	0	0	0	0
WBGene00047364	0	0	0	0	0	0
WBGene00047365	0	0	0	0	0	0
WBGene00047366	0	0	0	0	0	0
WBGene00047367	0	0	0	0	0	0
WBGene00047368	0	0	0	0	0	0
WBGene00047369	0	0	0	0	0	0
WBGene00047370	0	0	0	0	0	0
WBGene00047371	0	0	0	0	0	0
WBGene00047372	0	0	0	0	0	0
WBGene00047373	0	0	0	0	0	0
WBGene00047374	0	0	0	0	0	0
WBGene00047375	0	0	0	0	0	0
WBGene00047376	0	0	0	0	0	0
WBGene00047377	0	0	0	0	0	0
WBGene00047378	0	0	0	0	0	0
WBGene00047379	0	0	0	0	0	0
WBGene00047380	0	0	0	0	0	0
WBGene00047381	0	0	0	0	0	0
WBGene00047382	0	0	0	0	0	0
WBGene00047383	0	0	0	0	0	0
WBGene00047384	0	0	0	0	0	0
WBGene00047385	0	0	0	0	0	0
WBGene00047386	0	0	0	0	0	0
WBGene00047387	0	0	0	0	0	0
WBGene00047388	0	0	0	0	0	0
WBGene00047389	0	0	0	0	0	0
WBGene00047390	0	0	0	0	0	0
WBGene00047391	0	0	0	0	0	0
WBGene00047392	0	0	0	0	0	0
WBGene00047393	0	0	0	0	0	0
WBGene00047394	0	0	0	0	0	0
WBGene00047395	0	0	0	0	0	0
WBGene00047396	0	0	0	0	0	0
WBGene00047397	0	0	0	0	0	0
WBGene00047398	0	0	0	0	0	0
WBGene00047399	0	0	0	0	0	0
WBGene00047400	0	0	0	0	0	0
WBGene00047401	0	0	0	0	0	0
WBGene00047402	0	0	0	0	0	0
WBGene00047403	0	0	0	0	0	0
WBGene00047404	0	0	0	0	0	0
WBGene00047405	0	0	0	0	0	0
WBGene00047406	0	0	0	0	0	0
WBGene00047407	0	0	0	0	0	0
WBGene00047408	0	0	0	0	0	0
WBGene00047409	0	0	0	0	0	0
WBGene00047410	0	0	0	0	0	0
WBGene00047411	0	0	0	0	0	0
WBGene00047412	0	0	0	0	0	0
WBGene00047413	0	0	0	0	0	0
WBGene00047414	0	0	0	0	0	0
WBGene00047415	0	0	0	0	0	0
WBGene00047416	0	0	0	0	0	0
WBGene00047417	0	0	0	0	0	0
WBGene00047418	0	0	0	0	0	0
WBGene00047419	0	0	0	0	0	0
WBGene00047420	0	0	0	0	0	0
WBGene00047421	0	0	0	0	0	0
WBGene00047422	0	0	0	0	0	0
WBGene00047423	0	0	0	0	0	0
WBGene00047424	0	0	0	0	0	0
WBGene00047425	0	0	0	0	0	0
WBGene00047426	0	0	0	0	0	0
WBGene00047427	0	0	0	0	0	0
WBGene00047428	0	0	0	0	0	0
WBGene00047429	0	0	0	0	0	0
WBGene00047430	0	0	0	0	0	0
WBGene00047431	0	0	0	0	0	0
WBGene00047432	0	0	0	0	0	0
WBGene00047433	0	0	0	0	0	0
WBGene00047434	0	0	0	0	0	0
WBGene00047435	0	0	0	0	0	0
WBGene00047436	0	0	0	0	0	0
WBGene00047437	0	0	0	0	0	0
WBGene00047438	0	0	0	0	0	0
WBGene00047439	0	0	0	0	0	0
WBGene00047440	0	0	0	0	0	0
WBGene00047441	0	0	0	0	0	0
WBGene00047442	0	0	0	0	0	0
WBGene00047443	0	0	0	0	0	0
WBGene00047444	0	0	0	0	0	0
WBGene00047445	0	0	0	0	0	0
WBGene00047446	0	0	0	0	0	0
WBGene00047447	0	0	0	0	0	0
WBGene00047448	0	0	0	0	0	0
WBGene00047449	0	0	0	0	0	0
WBGene00047450	0	0	0	0	0	0
WBGene00047451	0	0	0	0	0	0
WBGene00047452	0	0	0	0	0	0
WBGene00047453	0	0	0	0	0	0
WBGene00047454	0	0	0	0	0	0
WBGene00047455	0	0	0	0	0	0
WBGene00047456	0	0	0	0	0	0
WBGene00047457	0	0	0	0	0	0
WBGene00047458	0	0	0	0	0	0
WBGene00047459	0	0	0	0	0	0
WBGene00047460	0	0	0	0	0	0
WBGene00047461	0	0	0	0	0	0
WBGene00047462	0	0	0	0	0	0
WBGene00047463	0	0	0	0	0	0
WBGene00047464	0	0	0	0	0	0
WBGene00047465	0	0	0	0	0	0
WBGene00047466	0	0	0	0	0	0
WBGene00047467	0	0	0	0	0	0
WBGene00047468	0	0	0	0	0	0
WBGene00047469	0	0	0	0	0	0
WBGene00047470	0	0	0	0	0	0
WBGene00047471	0	0	0	0	0	0
WBGene00047472	0	0	0	0	0	0
WBGene00047473	0	0	0	0	0	0
WBGene00047474	0	0	0	0	0	0
WBGene00047475	0	0	0	0	0	0
WBGene00047476	0	0	0	0	0	0
WBGene00047477	0	0	0	0	0	0
WBGene00047478	0	0	0	0	0	0
WBGene00047479	0	0	0	0	0	0
WBGene00047480	0	0	0	0	0	0
WBGene00047481	0	0	0	0	0	0
WBGene00047482	0	0	0	0	0	0
WBGene00047483	0	0	0	0	0	0
WBGene00047484	0	0	0	0	0	0
WBGene00047485	0	0	0	0	0	0
WBGene00047486	0	0	0	0	0	0
WBGene00047487	0	0	0	0	0	0
WBGene00047488	0	0	0	0	0	0
WBGene00047489	0	0	0	0	0	0
WBGene00047490	0	0	0	0	0	0
WBGene00047491	0	0	0	0	0	0
WBGene00047492	0	0	0	0	0	0
WBGene00047493	0	0	0	0	0	0
WBGene00047494	0	0	0	0	0	0
WBGene00047495	0	0	0	0	0	0
WBGene00047496	0	0	0	0	0	0
WBGene00047497	0	0	0	0	0	0
WBGene00047498	0	0	0	0	0	0
WBGene00047499	0	0	0	0	0	0
WBGene00047500	0	0	0	0	0	0
WBGene00047501	0	0	0	0	0	0
WBGene00047502	0	0	0	0	0	0
WBGene00047503	0	0	0	0	0	0
WBGene00047504	0	0	0	0	0	0
WBGene00047505	0	0	0	0	0	0
WBGene00047506	0	0	0	0	0	0
WBGene00047507	0	0	0	0	0	0
WBGene00047508	0	0	0	0	0	0
WBGene00047509	0	0	0	0	0	0
WBGene00047510	0	0	0	0	0	0
WBGene00047511	0	0	0	0	0	0
WBGene00047512	0	0	0	0	0	0
WBGene00047513	0	0	0	0	0	0
WBGene00047514	0	0	0	0	0	0
WBGene00047515	0	0	0	0	0	0
WBGene00047516	0	0	0	0	0	0
WBGene00047517	0	0	0	0	0	0
WBGene00047518	0	0	0	0	0	0
WBGene00047519	0	0	0	0	0	0
WBGene00047520	0	0	0	0	0	0
WBGene00047521	0	0	0	0	0	0
WBGene00047522	0	0	0	0	0	0
WBGene00047523	0	0	0	0	0	0
WBGene00047524	0	0	0	0	0	0
WBGene00047525	0	0	0	0	0	0
WBGene00047526	0	0	0	0	0	0
WBGene00047527	0	0	0	0	0	0
WBGene00047528	0	0	0	0	0	0
WBGene00047529	0	0	0	0	0	0
WBGene00047530	0	0	0	0	0	0
WBGene00047531	0	0	0	0	0	0
WBGene00047532	0	0	0	0	0	0
WBGene00047533	0	0	0	0	0	0
WBGene00047534	0	0	0	0	0	0
WBGene00047535	0	0	0	0	0	0
WBGene00047536	0	0	0	0	0	0
WBGene00047537	0	0	0	0	0	0
WBGene00047538	0	0	0	0	0	0
WBGene00047539	0	0	0	0	0	0
WBGene00047540	0	0	0	0	0	0
WBGene00047541	0	0	0	0	0	0
WBGene00047542	0	0	0	0	0	0
WBGene00047543	0	0	0	0	0	0
WBGene00047544	0	0	0	0	0	0
WBGene00047545	0	0	0	0	0	0
WBGene00047546	0	0	0	0	0	0
WBGene00047547	0	0	0	0	0	0
WBGene00047548	0	0	0	0	0	0
WBGene00047549	0	0	0	0	0	0
WBGene00047550	0	0	0	0	0	0
WBGene00047551	0	0	0	0	0	0
WBGene00047552	0	0	0	0	0	0
WBGene00047553	0	0	0	0	0	0
WBGene00047554	0	0	0	0	0	0
WBGene00047555	0	0	0	0	0	0
WBGene00047556	0	0	0	0	0	0
WBGene00047557	0	0	0	0	0	0
WBGene00047558	0	0	0	0	0	0
WBGene00047559	0	0	0	0	0	0
WBGene00047560	0	0	0	0	0	0
WBGene00047561	0	0	0	0	0	0
WBGene00047562	0	0	0	0	0	0
WBGene00047563	0	0	0	0	0	0
WBGene00047564	0	0	0	0	0	0
WBGene00047565	0	0	0	0	0	0
WBGene00047566	0	0	0	0	0	0
WBGene00047567	0	0	0	0	0	0
WBGene00047568	0	0	0	0	0	0
WBGene00047569	0	0	0	0	0	0
WBGene00047570	0	0	0	0	0	0
WBGene00047571	0	0	0	0	0	0
WBGene00047572	0	0	0	0	0	0
WBGene00047573	0	0	0	0	0	0
WBGene00047574	0	0	0	0	0	0
WBGene00047575	0	0	0	0	0	0
WBGene00047576	0	0	0	0	0	0
WBGene00047577	0	0	0	0	0	0
WBGene00047578	0	0	0	0	0	0
WBGene00047579	0	0	0	0	0	0
WBGene00047580	0	0	0	0	0	0
WBGene00047581	0	0	0	0	0	0
WBGene00047582	0	0	0	0	0	0
WBGene00047583	0	0	0	0	0	0
WBGene00047584	0	0	0	0	0	0
WBGene00047585	0	0	0	0	0	0
WBGene00047586	0	0	0	0	0	0
WBGene00047587	0	0	0	0	0	0
WBGene00047588	0	0	0	0	0	0
WBGene00047589	0	0	0	0	0	0
WBGene00047590	0	0	0	0	0	0
WBGene00047591	0	0	0	0	0	0
WBGene00047592	0	0	0	0	0	0
WBGene00047593	0	0	0	0	0	0
WBGene00047594	0	0	0	0	0	0
WBGene00047595	0	0	0	0	0	0
WBGene00047596	0	0	0	0	0	0
WBGene00047597	0	0	0	0	0	0
WBGene00047598	0	0	0	0	0	0
WBGene00047599	0	0	0	0	0	0
WBGene00047600	0	0	0	0	0	0
WBGene00047601	0	0	0	0	0	0
WBGene00047602	0	0	0	0	0	0
WBGene00047603	0	0	0	0	0	0
WBGene00047604	0	0	0	0	0	0
WBGene00047605	0	0	0	0	0	0
WBGene00047606	0	0	0	0	0	0
WBGene00047607	0	0	0	0	0	0
WBGene00047608	0	0	0	0	0	0
WBGene00047609	0	0	0	0	0	0
WBGene00047610	0	0	0	0	0	0
WBGene00047611	0	0	0	0	0	0
WBGene00047612	0	0	0	0	0	0
WBGene00047613	0	0	0	0	0	0
WBGene00047614	0	0	0	0	0	0
WBGene00047615	0	0	0	0	0	0
WBGene00047616	0	0	0	0	0	0
WBGene00047617	0	0	0	0	0	0
WBGene00047618	0	0	0	0	0	0
WBGene00047619	0	0	0	0	0	0
WBGene00047620	0	0	0	0	0	0
WBGene00047621	0	0	0	0	0	0
WBGene00047622	0	0	0	0	0	0
WBGene00047623	0	0	0	0	0	0
WBGene00047624	0	0	0	0	0	0
WBGene00047625	0	0	0	0	0	0
WBGene00047626	0	0	0	0	0	0
WBGene00047627	0	0	0	0	0	0
WBGene00047628	0	0	0	0	0	0
WBGene00047629	0	0	0	0	0	0
WBGene00047630	0	0	0	0	0	0
WBGene00047631	0	0	0	0	0	0
WBGene00047632	0	0	0	0	0	0
WBGene00047633	0	0	0	0	0	0
WBGene00047634	0	0	0	0	0	0
WBGene00047635	0	0	0	0	0	0
WBGene00047636	0	0	0	0	0	0
WBGene00047637	0	0	0	0	0	0
WBGene00047638	0	0	0	0	0	0
WBGene00047639	0	0	0	0	0	0
WBGene00047640	0	0	0	0	0	0
WBGene00047641	0	0	0	0	0	0
WBGene00047642	0	0	0	0	0	0
WBGene00047643	0	0	0	0	0	0
WBGene00047644	0	0	0	0	0	0
WBGene00047645	0	0	0	0	0	0
WBGene00047646	0	0	0	0	0	0
WBGene00047647	0	0	0	0	0	0
WBGene00047648	0	0	0	0	0	0
WBGene00047649	0	0	0	0	0	0
WBGene00047650	0	0	0	0	0	0
WBGene00047651	0	0	0	0	0	0
WBGene00047652	0	0	0	0	0	0
WBGene00047653	0	0	0	0	0	0
WBGene00047654	0	0	0	0	0	0
WBGene00047655	0	0	0	0	0	0
WBGene00047656	0	0	0	0	0	0
WBGene00047657	0	0	0	0	0	0
WBGene00047658	0	0	0	0	0	0
WBGene00047659	0	0	0	0	0	0
WBGene00047660	0	0	0	0	0	0
WBGene00047661	0	0	0	0	0	0
WBGene00047662	0	0	0	0	0	0
WBGene00047663	0	0	0	0	0	0
WBGene00047664	0	0	0	0	0	0
WBGene00047665	0	0	0	0	0	0
WBGene00047666	0	0	0	0	0	0
WBGene00047667	0	0	0	0	0	0
WBGene00047668	0	0	0	0	0	0
WBGene00047669	0	0	0	0	0	0
WBGene00047670	0	0	0	0	0	0
WBGene00047671	0	0	0	0	0	0
WBGene00047672	0	0	0	0	0	0
WBGene00047673	0	0	0	0	0	0
WBGene00047674	0	0	0	0	0	0
WBGene00047675	0	0	0	0	0	0
WBGene00047676	0	0	0	0	0	0
WBGene00047677	0	0	0	0	0	0
WBGene00047678	0	0	0	0	0	0
WBGene00047679	0	0	0	0	0	0
WBGene00047680	0	0	0	0	0	0
WBGene00047681	0	0	0	0	0	0
WBGene00047682	0	0	0	0	0	0
WBGene00047683	0	0	0	0	0	0
WBGene00047684	0	0	0	0	0	0
WBGene00047685	0	0	0	0	0	0
WBGene00047686	0	0	0	0	0	1
WBGene00047687	0	1	0	0	0	1
WBGene00047688	0	0	0	0	0	0
WBGene00047689	0	0	0	0	0	0
WBGene00047690	0	0	0	0	0	0
WBGene00047691	0	0	0	0	0	0
WBGene00047692	0	0	0	0	0	0
WBGene00047693	0	0	0	0	0	0
WBGene00047694	0	0	0	0	0	0
WBGene00047695	0	0	0	0	0	0
WBGene00047696	0	0	0	0	0	0
WBGene00047697	0	0	0	0	0	0
WBGene00047698	0	0	0	0	0	0
WBGene00047699	0	0	0	0	0	0
WBGene00047700	0	0	0	0	0	0
WBGene00047701	0	0	0	0	0	0
WBGene00047702	0	0	0	0	0	0
WBGene00047703	0	0	0	0	0	0
WBGene00047704	0	0	0	0	0	0
WBGene00047705	0	0	0	0	0	0
WBGene00047706	0	0	0	0	0	0
WBGene00047707	0	0	0	0	0	0
WBGene00047708	0	0	0	0	0	0
WBGene00047709	0	0	0	0	0	0
WBGene00047710	0	0	0	0	0	0
WBGene00047711	0	0	0	0	0	0
WBGene00047712	0	0	0	0	0	0
WBGene00047713	0	0	0	0	0	0
WBGene00047714	0	0	0	0	0	0
WBGene00047715	0	0	0	0	0	0
WBGene00047716	0	0	0	0	0	0
WBGene00047717	0	0	0	0	0	0
WBGene00047718	0	0	0	0	0	0
WBGene00047719	0	0	0	0	0	0
WBGene00047720	0	0	0	0	0	0
WBGene00047721	0	0	0	0	0	0
WBGene00047722	0	0	0	0	0	0
WBGene00047723	0	0	0	0	0	0
WBGene00047724	0	0	0	0	0	0
WBGene00047725	0	0	0	0	0	0
WBGene00047726	0	0	0	0	0	0
WBGene00047727	0	0	0	0	0	0
WBGene00047728	0	0	0	0	0	0
WBGene00047729	0	0	0	0	0	0
WBGene00047730	0	0	0	0	0	0
WBGene00047731	0	0	0	0	0	0
WBGene00047732	0	0	0	0	0	0
WBGene00047733	0	0	0	0	0	0
WBGene00047734	0	0	0	0	0	0
WBGene00047735	0	0	0	0	0	0
WBGene00047736	0	0	0	0	0	0
WBGene00047737	0	0	0	0	0	0
WBGene00047738	0	0	0	0	0	0
WBGene00047739	0	0	0	0	0	0
WBGene00047740	0	0	0	0	0	0
WBGene00047741	0	0	0	0	0	0
WBGene00047742	0	0	0	0	0	0
WBGene00047743	0	0	0	0	0	0
WBGene00047744	0	0	0	0	0	0
WBGene00047745	0	0	0	0	0	0
WBGene00047746	0	0	0	0	0	0
WBGene00047747	0	0	0	0	0	0
WBGene00047748	0	0	0	0	0	0
WBGene00047749	0	0	0	0	0	0
WBGene00047750	0	0	0	0	0	0
WBGene00047751	0	0	0	0	0	0
WBGene00047752	0	0	0	0	0	0
WBGene00047753	0	0	0	0	0	0
WBGene00047754	0	0	0	0	0	0
WBGene00047755	0	0	0	0	0	0
WBGene00047756	0	0	0	0	0	0
WBGene00047757	0	0	0	0	0	0
WBGene00047758	0	0	0	0	0	0
WBGene00047759	0	0	0	0	0	0
WBGene00047760	0	0	0	0	0	0
WBGene00047761	0	0	0	0	0	0
WBGene00047762	0	0	0	0	0	0
WBGene00047763	0	0	0	0	0	0
WBGene00047764	0	0	0	0	0	0
WBGene00047765	0	0	0	0	0	0
WBGene00047766	0	0	0	0	0	0
WBGene00047767	0	0	0	0	0	0
WBGene00047768	0	0	0	0	0	0
WBGene00047769	0	0	0	0	0	0
WBGene00047770	0	0	0	0	0	0
WBGene00047771	0	0	0	0	0	0
WBGene00047772	0	0	0	0	0	0
WBGene00047773	0	0	0	0	0	0
WBGene00047774	0	0	0	0	0	0
WBGene00047775	0	0	0	0	0	0
WBGene00047776	0	0	0	0	0	0
WBGene00047777	0	0	0	0	0	0
WBGene00047778	0	0	0	0	0	0
WBGene00047779	0	0	0	0	0	0
WBGene00047780	0	0	0	0	0	0
WBGene00047781	0	0	0	0	0	0
WBGene00047782	0	0	0	0	0	0
WBGene00047783	0	0	0	0	0	0
WBGene00047784	0	0	0	0	0	0
WBGene00047785	0	0	0	0	0	0
WBGene00047786	0	0	0	0	0	0
WBGene00047787	0	0	0	0	0	0
WBGene00047788	0	0	0	0	0	0
WBGene00047789	0	0	0	0	0	0
WBGene00047790	0	0	0	0	0	0
WBGene00047791	0	0	0	0	0	0
WBGene00047792	0	0	0	0	0	0
WBGene00047793	0	0	0	0	0	0
WBGene00047794	0	0	0	0	0	0
WBGene00047795	0	0	0	0	0	0
WBGene00047796	0	0	0	0	0	0
WBGene00047797	0	0	0	0	0	0
WBGene00047798	0	0	0	0	0	0
WBGene00047799	0	0	0	0	0	0
WBGene00047800	0	0	0	0	0	0
WBGene00047801	0	0	0	0	0	0
WBGene00047802	0	0	0	0	0	0
WBGene00047803	0	0	0	0	0	0
WBGene00047804	0	0	0	0	0	0
WBGene00047805	0	0	0	0	0	0
WBGene00047806	0	0	0	0	0	0
WBGene00047807	0	0	0	0	0	0
WBGene00047808	0	0	0	0	0	0
WBGene00047809	0	0	0	0	0	0
WBGene00047810	0	0	0	0	0	0
WBGene00047811	0	0	0	0	0	0
WBGene00047812	0	0	0	0	0	0
WBGene00047813	0	0	0	0	0	0
WBGene00047814	0	0	0	0	0	0
WBGene00047815	0	0	0	0	0	0
WBGene00047816	0	0	0	0	0	0
WBGene00047817	0	0	0	0	0	0
WBGene00047818	0	0	0	0	0	0
WBGene00047819	0	0	0	0	0	0
WBGene00047820	0	0	0	0	0	0
WBGene00047821	0	0	0	0	0	0
WBGene00047822	0	0	0	0	0	0
WBGene00047823	0	0	0	0	0	0
WBGene00047824	0	0	0	0	0	0
WBGene00047825	0	0	0	0	0	0
WBGene00047826	0	0	0	0	0	0
WBGene00047827	0	0	0	0	0	0
WBGene00047828	0	0	0	0	0	0
WBGene00047829	0	0	0	0	0	0
WBGene00047830	0	0	0	0	0	0
WBGene00047831	0	0	0	0	0	0
WBGene00047832	0	0	0	0	0	0
WBGene00047833	0	0	0	0	0	0
WBGene00047834	0	1	0	0	0	0
WBGene00047835	0	0	0	0	0	0
WBGene00047836	0	0	0	0	0	0
WBGene00047837	0	0	0	0	0	0
WBGene00047838	0	0	0	0	0	0
WBGene00047839	0	0	0	0	0	0
WBGene00047840	0	0	0	0	0	0
WBGene00047841	0	0	0	0	0	0
WBGene00047842	0	0	0	0	0	0
WBGene00047843	0	0	0	0	0	0
WBGene00047844	0	0	0	0	0	0
WBGene00047845	0	0	0	0	0	0
WBGene00047846	0	0	0	0	0	0
WBGene00047847	0	0	0	0	0	0
WBGene00047848	0	0	0	0	0	0
WBGene00047849	0	0	0	0	0	0
WBGene00047850	0	0	0	0	0	0
WBGene00047851	0	0	0	0	0	0
WBGene00047852	0	0	0	0	0	0
WBGene00047853	0	0	0	0	0	0
WBGene00047854	0	0	0	0	0	0
WBGene00047855	0	0	0	0	0	0
WBGene00047856	0	0	0	0	0	0
WBGene00047857	0	0	0	0	0	0
WBGene00047858	0	0	0	0	0	0
WBGene00047859	0	0	0	0	0	0
WBGene00047860	0	0	0	0	0	0
WBGene00047861	0	0	0	0	0	0
WBGene00047862	0	0	0	0	0	0
WBGene00047863	0	0	0	0	0	0
WBGene00047864	0	0	0	0	0	0
WBGene00047865	0	0	0	0	0	0
WBGene00047866	0	0	0	0	0	0
WBGene00047867	1	0	0	0	0	1
WBGene00047868	0	0	0	0	0	0
WBGene00047869	0	0	0	0	0	0
WBGene00047870	0	0	0	0	0	0
WBGene00047871	0	0	0	0	0	0
WBGene00047872	0	0	0	0	0	0
WBGene00047873	0	0	0	0	0	0
WBGene00047874	0	0	0	0	0	0
WBGene00047875	0	0	0	0	0	0
WBGene00047876	0	0	0	0	0	0
WBGene00047877	0	0	0	0	0	0
WBGene00047878	0	0	0	0	0	0
WBGene00047879	0	0	0	0	0	0
WBGene00047880	0	0	0	0	0	0
WBGene00047881	0	0	0	0	0	0
WBGene00047882	0	0	0	0	0	0
WBGene00047883	0	0	0	0	0	0
WBGene00047884	0	0	0	0	0	0
WBGene00047885	0	0	0	0	0	0
WBGene00047886	0	0	0	0	0	0
WBGene00047887	0	0	0	0	0	0
WBGene00047888	0	0	0	0	0	0
WBGene00047889	0	0	0	0	0	0
WBGene00047890	0	0	0	0	0	0
WBGene00047891	0	0	0	0	0	0
WBGene00047892	0	0	0	0	0	0
WBGene00047893	0	0	0	0	0	0
WBGene00047894	0	0	0	0	0	0
WBGene00047895	0	0	0	0	0	0
WBGene00047896	0	0	0	0	0	0
WBGene00047897	0	0	0	0	0	0
WBGene00047898	0	0	0	0	0	0
WBGene00047899	0	0	0	0	0	0
WBGene00047900	0	0	0	0	0	0
WBGene00047901	0	0	0	0	0	0
WBGene00047902	0	0	0	0	0	0
WBGene00047903	0	0	0	0	0	0
WBGene00047905	0	0	0	0	0	0
WBGene00047906	0	0	0	0	0	0
WBGene00047907	0	0	0	0	0	0
WBGene00047908	0	0	0	0	0	0
WBGene00047909	0	0	0	0	0	0
WBGene00047910	0	0	0	0	0	0
WBGene00047911	0	0	0	0	0	0
WBGene00047912	0	0	0	0	0	0
WBGene00047913	0	0	0	0	0	0
WBGene00047914	0	0	0	0	0	0
WBGene00047915	0	0	0	0	0	0
WBGene00047916	0	0	0	0	0	0
WBGene00047917	0	0	0	0	0	0
WBGene00047918	0	0	0	0	0	0
WBGene00047919	0	0	0	0	0	0
WBGene00047920	0	0	0	0	0	0
WBGene00047921	0	0	0	0	0	0
WBGene00047922	0	0	0	0	0	0
WBGene00047923	0	0	0	0	0	0
WBGene00047924	0	0	0	0	0	0
WBGene00047925	0	0	0	0	0	0
WBGene00047926	0	0	0	0	0	0
WBGene00047927	0	0	0	0	0	0
WBGene00047928	0	0	0	0	0	0
WBGene00047929	0	0	0	0	0	0
WBGene00047930	0	0	0	0	0	0
WBGene00047931	0	0	0	0	0	0
WBGene00047932	0	2	0	0	1	0
WBGene00047933	0	0	0	0	0	0
WBGene00047934	0	0	0	0	0	0
WBGene00047935	0	0	0	0	0	0
WBGene00047936	0	0	0	0	0	0
WBGene00047937	0	0	0	0	0	0
WBGene00047938	0	0	0	0	0	0
WBGene00047939	0	0	0	0	0	0
WBGene00047940	0	0	0	0	0	0
WBGene00047941	0	0	0	0	0	0
WBGene00047942	0	0	0	0	0	0
WBGene00047943	0	0	0	0	0	0
WBGene00047944	0	0	0	0	0	0
WBGene00047945	0	0	0	0	0	0
WBGene00047946	0	0	0	0	0	0
WBGene00047947	0	0	0	0	0	0
WBGene00047948	0	0	0	0	0	0
WBGene00047949	0	0	0	0	0	0
WBGene00047950	0	0	0	0	0	0
WBGene00047951	0	0	0	0	0	0
WBGene00047952	0	0	0	0	0	0
WBGene00047953	0	0	0	0	0	0
WBGene00047954	0	0	0	0	0	0
WBGene00047955	0	0	0	0	0	0
WBGene00047956	0	0	0	0	0	0
WBGene00047957	0	0	0	0	0	0
WBGene00047958	0	0	0	0	0	0
WBGene00047959	0	0	0	0	0	0
WBGene00047960	0	0	0	0	0	0
WBGene00047961	0	0	0	0	0	0
WBGene00047962	0	0	0	0	0	0
WBGene00047963	0	0	0	0	0	0
WBGene00047964	0	0	0	0	0	0
WBGene00047965	0	0	0	0	0	0
WBGene00047966	0	0	0	0	0	0
WBGene00047967	0	0	0	0	0	0
WBGene00047968	0	0	0	0	0	0
WBGene00047969	0	0	0	0	0	0
WBGene00047970	0	0	0	0	0	0
WBGene00047971	0	0	0	0	0	0
WBGene00047972	0	0	0	0	0	0
WBGene00047973	0	0	0	0	0	0
WBGene00047974	0	0	0	0	0	0
WBGene00047975	0	0	0	0	0	0
WBGene00047976	0	0	0	0	0	0
WBGene00047977	0	0	0	0	0	0
WBGene00047978	0	0	0	0	0	0
WBGene00047979	0	0	0	0	0	0
WBGene00047980	0	0	0	0	0	0
WBGene00047981	0	0	0	0	0	0
WBGene00047982	0	0	0	0	0	0
WBGene00047983	0	0	0	0	0	0
WBGene00047984	0	0	0	0	0	0
WBGene00047985	0	0	0	0	0	0
WBGene00047986	0	0	0	0	0	0
WBGene00047987	0	0	0	0	0	0
WBGene00047988	0	0	0	0	0	0
WBGene00047989	0	0	0	0	0	0
WBGene00047990	0	0	0	0	0	0
WBGene00047991	0	0	0	0	0	0
WBGene00047992	0	0	0	0	0	0
WBGene00047993	0	0	0	0	0	0
WBGene00047994	0	0	0	0	0	0
WBGene00047995	0	0	0	0	0	0
WBGene00047996	0	0	0	0	0	0
WBGene00047997	0	0	0	0	0	0
WBGene00047998	0	0	0	0	0	0
WBGene00047999	0	0	0	0	0	0
WBGene00048000	0	0	0	0	0	0
WBGene00048001	0	0	0	0	0	0
WBGene00048002	0	0	0	0	0	0
WBGene00048003	0	0	0	0	0	0
WBGene00048004	0	0	0	0	0	0
WBGene00048005	0	0	0	0	0	0
WBGene00048006	0	0	0	0	0	0
WBGene00048007	0	0	0	0	0	0
WBGene00048008	0	0	0	0	0	0
WBGene00048009	0	0	0	0	0	0
WBGene00048010	0	0	0	0	0	0
WBGene00048011	0	0	0	0	0	0
WBGene00048012	0	0	0	0	0	0
WBGene00048013	0	0	0	0	0	0
WBGene00048014	0	0	0	0	0	0
WBGene00048015	0	0	0	0	0	0
WBGene00048016	0	0	0	0	0	0
WBGene00048017	0	0	0	0	0	0
WBGene00048018	0	0	0	0	0	0
WBGene00048019	0	0	0	0	0	0
WBGene00048020	0	0	0	0	0	0
WBGene00048021	0	0	0	0	0	0
WBGene00048022	0	0	0	0	0	0
WBGene00048023	0	0	0	0	0	0
WBGene00048024	0	0	0	0	0	0
WBGene00048025	0	0	0	0	0	0
WBGene00048026	0	0	0	0	0	0
WBGene00048027	0	0	0	0	0	0
WBGene00048028	0	0	0	0	0	0
WBGene00048029	0	0	0	0	0	0
WBGene00048030	0	0	0	0	0	0
WBGene00048031	0	0	0	0	0	0
WBGene00048032	0	0	0	0	0	0
WBGene00048033	0	0	0	0	0	0
WBGene00048034	0	0	0	0	0	0
WBGene00048035	0	0	0	0	0	0
WBGene00048036	0	0	0	0	0	0
WBGene00048037	0	0	0	0	0	0
