	CD4_1	CD4_2	CD4_3	CD4_4	CD8_1	CD8_2	CD8_3
ENSMUSG00000093645	0	1	0	0	0	0	1
ENSMUSG00000093648	0	0	0	0	0	0	0
ENSMUSG00000093649	0	0	0	0	0	0	0
ENSMUSG00000093650	0	0	0	0	0	0	0
ENSMUSG00000093651	1	6	5	5	9	6	7
ENSMUSG00000093652	0	0	0	0	0	0	0
ENSMUSG00000093656	21	22	36	1	17	29	35
ENSMUSG00000093658	0	0	0	0	0	0	0
ENSMUSG00000093660	0	0	0	0	0	0	0
ENSMUSG00000093661	312	433	178	156	603	418	541
ENSMUSG00000093662	0	0	0	0	0	0	0
ENSMUSG00000093663	0	0	0	0	0	0	0
ENSMUSG00000093664	0	0	0	0	0	0	0
ENSMUSG00000093665	0	0	0	0	0	0	0
ENSMUSG00000093666	0	0	0	2	0	0	0
ENSMUSG00000093668	9	6	3	0	0	0	1
ENSMUSG00000093669	0	0	0	0	0	0	0
ENSMUSG00000093671	0	0	1	0	0	1	0
ENSMUSG00000093672	0	0	0	0	0	0	0
ENSMUSG00000093673	0	0	0	0	0	6	1
ENSMUSG00000093674	7949	4603	9346	5172	6074	6177	7039
ENSMUSG00000093675	1	0	0	0	0	0	0
ENSMUSG00000093677	6	9	12	2	9	8	7
ENSMUSG00000093681	0	0	0	0	0	0	0
ENSMUSG00000093682	0	1	0	0	2	0	0
ENSMUSG00000093683	0	0	0	0	0	0	0
ENSMUSG00000093685	0	0	0	0	0	0	0
ENSMUSG00000093686	0	0	1	0	2	1	2
ENSMUSG00000093687	0	0	0	0	0	0	0
ENSMUSG00000093688	3	0	0	0	0	0	0
ENSMUSG00000093689	0	0	0	0	0	0	0
ENSMUSG00000093690	0	0	0	0	0	0	0
ENSMUSG00000093695	0	0	0	0	0	0	2
ENSMUSG00000093696	0	0	0	0	0	0	0
ENSMUSG00000093697	0	0	0	0	0	0	0
ENSMUSG00000093699	0	0	0	0	6	0	0
ENSMUSG00000093701	0	2	0	0	2	0	0
ENSMUSG00000093702	0	0	0	0	0	0	0
ENSMUSG00000093703	0	0	0	0	0	0	0
ENSMUSG00000093705	0	0	0	0	0	0	0
ENSMUSG00000093707	0	0	0	0	0	0	0
ENSMUSG00000093708	0	0	0	0	0	0	0
ENSMUSG00000093710	0	0	0	0	0	0	0
ENSMUSG00000093711	0	0	0	0	0	0	0
ENSMUSG00000093714	0	0	0	0	0	0	0
ENSMUSG00000093716	0	1	0	0	0	0	0
ENSMUSG00000093719	0	0	0	0	0	0	0
ENSMUSG00000093720	0	0	0	0	0	0	0
ENSMUSG00000093721	0	0	0	0	0	0	0
ENSMUSG00000093722	0	0	0	0	0	0	0
ENSMUSG00000093724	0	0	0	0	0	0	0
ENSMUSG00000093725	0	0	0	0	2	0	0
ENSMUSG00000093726	0	0	0	0	0	0	2
ENSMUSG00000093727	0	0	0	0	0	0	0
ENSMUSG00000093728	0	0	0	0	0	0	0
ENSMUSG00000093729	0	0	0	0	0	0	0
ENSMUSG00000093730	0	0	0	0	0	0	0
ENSMUSG00000093731	0	0	0	0	0	0	0
ENSMUSG00000093732	0	0	0	0	0	0	0
ENSMUSG00000093736	0	0	0	0	0	0	0
ENSMUSG00000093738	0	0	0	0	0	0	0
ENSMUSG00000093739	2	7	0	6	2	2	6
ENSMUSG00000093740	1	0	0	0	0	0	0
ENSMUSG00000093741	0	0	0	0	0	0	0
ENSMUSG00000093743	0	0	0	0	0	0	0
ENSMUSG00000093744	0	0	0	0	0	0	0
ENSMUSG00000093746	0	0	0	0	0	0	0
ENSMUSG00000093747	0	0	0	0	0	0	0
ENSMUSG00000093748	0	0	0	0	0	0	0
ENSMUSG00000093749	3	0	0	0	0	0	1
ENSMUSG00000093751	0	0	0	0	2	0	0
ENSMUSG00000093752	335	359	285	235	529	302	343
ENSMUSG00000093753	0	0	0	0	0	0	0
ENSMUSG00000093755	0	0	0	0	0	0	0
ENSMUSG00000093756	0	0	0	0	0	0	0
ENSMUSG00000093757	0	0	0	0	0	0	0
ENSMUSG00000093758	0	0	0	0	0	0	1
ENSMUSG00000093759	0	0	0	0	0	0	0
ENSMUSG00000093761	0	0	0	0	0	0	0
ENSMUSG00000093763	0	0	0	0	0	0	0
ENSMUSG00000093765	0	0	12	0	0	4	0
ENSMUSG00000093766	0	0	0	0	0	0	0
ENSMUSG00000093767	0	0	0	0	0	0	0
ENSMUSG00000093768	0	0	0	0	0	0	0
ENSMUSG00000093769	0	0	0	0	0	0	0
ENSMUSG00000093770	0	0	0	0	0	0	0
ENSMUSG00000093771	0	0	0	0	0	0	0
ENSMUSG00000093772	0	0	1	1	1	0	0
ENSMUSG00000093773	0	0	0	0	0	0	0
ENSMUSG00000093774	0	0	0	0	0	0	0
ENSMUSG00000093775	0	0	0	0	0	0	0
ENSMUSG00000093776	0	0	0	0	0	0	0
ENSMUSG00000093779	0	0	0	0	0	0	0
ENSMUSG00000093781	0	0	0	0	0	0	0
ENSMUSG00000093784	0	0	0	0	0	0	0
ENSMUSG00000093788	0	0	0	0	0	0	0
ENSMUSG00000093789	0	0	0	0	2	0	0
ENSMUSG00000093796	0	0	0	0	0	0	0
ENSMUSG00000093798	476	485	476	476	449	319	368
ENSMUSG00000093800	0	0	3	0	1	0	0
ENSMUSG00000093801	38	38	31	37	61	50	78
ENSMUSG00000093803	185	184	84	77	159	124	151
ENSMUSG00000093804	0	0	0	0	0	0	0
ENSMUSG00000093805	0	0	0	0	0	0	0
ENSMUSG00000093806	0	0	0	0	0	0	0
ENSMUSG00000093812	0	0	0	0	0	0	0
ENSMUSG00000093813	2	6	5	6	2	3	3
ENSMUSG00000093814	0	0	0	0	0	0	0
ENSMUSG00000093817	0	0	0	0	0	0	0
ENSMUSG00000093818	0	0	0	0	0	0	0
ENSMUSG00000093820	0	0	0	0	0	0	0
ENSMUSG00000093825	0	0	0	0	0	0	0
ENSMUSG00000093826	57	39	80	47	36	33	50
ENSMUSG00000093827	0	0	0	0	0	0	0
ENSMUSG00000093833	0	0	0	0	0	0	0
ENSMUSG00000093838	1	1	0	0	4	1	1
ENSMUSG00000093839	0	0	0	0	0	0	0
ENSMUSG00000093846	0	0	0	0	3	0	0
ENSMUSG00000093847	0	2	1	1	0	0	1
ENSMUSG00000093848	0	0	0	0	0	0	0
ENSMUSG00000093849	2	0	0	0	1	1	0
ENSMUSG00000093851	0	0	0	0	0	0	0
ENSMUSG00000093853	0	0	0	0	0	0	0
ENSMUSG00000093858	0	0	2	10	0	0	1
ENSMUSG00000093859	0	0	0	0	0	0	0
ENSMUSG00000093861	51	671	51	60	69	10	9
ENSMUSG00000093862	1	0	1	3	2	0	2
ENSMUSG00000093863	0	0	0	0	0	0	0
ENSMUSG00000093865	0	0	0	0	0	0	0
ENSMUSG00000093866	0	0	0	0	0	0	0
ENSMUSG00000093867	1	0	1	0	0	1	0
ENSMUSG00000093868	0	0	0	0	0	0	0
ENSMUSG00000093871	0	0	0	0	0	1	0
ENSMUSG00000093876	0	0	0	0	0	0	0
ENSMUSG00000093877	0	0	0	0	0	0	0
ENSMUSG00000093880	3	5	0	0	1	1	5
ENSMUSG00000093883	0	0	0	0	0	0	0
ENSMUSG00000093884	0	0	0	0	0	0	0
ENSMUSG00000093885	7	1	2	1	1	0	4
ENSMUSG00000093887	0	0	0	0	0	0	0
ENSMUSG00000093889	0	0	0	0	0	0	0
ENSMUSG00000093890	0	0	0	0	0	0	0
ENSMUSG00000093891	0	0	0	0	0	0	0
ENSMUSG00000093892	0	0	0	0	0	0	0
ENSMUSG00000093894	29	88	3	56	2	1	1
ENSMUSG00000093895	0	0	0	0	0	0	0
ENSMUSG00000093896	8	5	9	1	20	2	8
ENSMUSG00000093898	0	0	0	0	3	0	0
ENSMUSG00000093899	0	0	0	0	0	0	0
ENSMUSG00000093901	0	0	0	0	6	0	0
ENSMUSG00000093903	0	0	0	0	0	0	0
ENSMUSG00000093904	2118	2375	2729	2635	2017	1663	1835
ENSMUSG00000093906	7	0	0	0	1	0	0
ENSMUSG00000093908	10	3	1	6	0	0	0
ENSMUSG00000093909	1	0	1	0	0	0	1
ENSMUSG00000093910	0	0	0	0	3	0	1
ENSMUSG00000093913	0	0	0	0	0	0	0
ENSMUSG00000093915	165	77	93	45	62	52	41
ENSMUSG00000093916	0	0	0	0	0	0	0
ENSMUSG00000093917	0	0	0	0	3	0	0
ENSMUSG00000093918	0	0	0	0	0	0	0
ENSMUSG00000093919	0	0	0	0	0	0	0
ENSMUSG00000093920	0	0	0	0	0	0	0
ENSMUSG00000093922	0	0	0	0	1	0	0
ENSMUSG00000093923	0	0	0	0	0	0	0
ENSMUSG00000093924	1	0	0	0	0	0	1
ENSMUSG00000093926	0	0	0	0	0	0	0
ENSMUSG00000093927	0	0	0	0	0	0	0
ENSMUSG00000093930	606	804	677	620	429	551	594
ENSMUSG00000093931	0	1	0	0	0	0	0
ENSMUSG00000093934	0	0	0	0	0	0	0
ENSMUSG00000093938	800	1229	852	746	636	573	893
ENSMUSG00000093939	6	9	9	5	9	10	17
ENSMUSG00000093940	0	0	0	0	0	0	0
ENSMUSG00000093941	0	0	0	0	0	0	0
ENSMUSG00000093942	0	0	0	0	0	0	0
ENSMUSG00000093945	0	0	0	0	0	0	0
ENSMUSG00000093948	0	0	0	0	0	0	0
ENSMUSG00000093949	0	0	0	0	0	0	0
ENSMUSG00000093950	0	0	0	0	0	0	0
ENSMUSG00000093953	83	98	85	77	62	66	95
ENSMUSG00000093954	33	83	36	49	60	43	72
ENSMUSG00000093955	3	0	0	0	0	1	0
ENSMUSG00000093957	0	0	0	0	0	0	0
ENSMUSG00000093961	0	0	0	0	0	0	0
ENSMUSG00000093962	0	0	0	0	0	0	0
ENSMUSG00000093963	0	0	0	0	0	0	0
ENSMUSG00000093966	20	55	39	37	50	34	52
ENSMUSG00000093968	0	0	0	0	0	0	0
ENSMUSG00000093969	17	16	8	11	63	61	63
ENSMUSG00000093973	0	0	0	0	0	0	0
ENSMUSG00000093975	0	0	0	0	0	0	0
ENSMUSG00000093976	0	0	0	0	0	0	0
ENSMUSG00000093977	0	0	0	0	0	0	0
ENSMUSG00000093978	0	0	0	0	0	0	0
ENSMUSG00000093979	20	36	7	7	28	13	15
ENSMUSG00000093980	0	0	0	0	0	0	0
ENSMUSG00000093984	0	0	0	0	0	0	0
ENSMUSG00000093985	0	0	0	0	0	6	6
ENSMUSG00000093986	0	0	0	0	0	0	0
ENSMUSG00000093987	0	0	0	0	0	0	0
ENSMUSG00000093989	1602	1458	1358	1210	1576	1285	1690
ENSMUSG00000093990	0	0	0	0	0	0	0
ENSMUSG00000093993	0	0	0	0	0	0	0
ENSMUSG00000093996	0	11	0	0	0	0	0
ENSMUSG00000094001	0	0	0	0	0	0	0
ENSMUSG00000094002	0	0	0	0	0	0	0
ENSMUSG00000094004	0	0	0	0	0	0	1
ENSMUSG00000094005	0	0	0	0	0	0	0
ENSMUSG00000094006	34	17	21	204	255	7	10
ENSMUSG00000094010	0	0	0	0	0	0	0
ENSMUSG00000094011	0	0	0	0	0	0	0
ENSMUSG00000094012	0	0	0	0	0	0	0
ENSMUSG00000094015	0	0	1	0	0	0	0
ENSMUSG00000094016	20	18	13	21	13	16	26
ENSMUSG00000094017	0	0	0	1	0	0	0
ENSMUSG00000094018	0	0	0	0	3	2	7
ENSMUSG00000094021	0	0	0	0	0	0	0
ENSMUSG00000094023	55	68	63	55	74	60	92
ENSMUSG00000094024	0	0	0	0	0	0	0
ENSMUSG00000094025	0	1	0	0	0	1	1
ENSMUSG00000094027	1	0	0	0	0	1	0
ENSMUSG00000094028	0	0	0	0	0	0	0
ENSMUSG00000094029	0	0	0	0	0	0	0
ENSMUSG00000094030	0	0	0	0	0	0	0
ENSMUSG00000094035	0	0	0	0	0	0	0
ENSMUSG00000094036	0	0	0	0	0	0	0
ENSMUSG00000094043	0	0	0	0	0	0	0
ENSMUSG00000094051	1	1	4	221	2	0	0
ENSMUSG00000094052	0	0	0	0	0	0	0
ENSMUSG00000094053	0	0	0	0	0	0	0
ENSMUSG00000094054	0	5	3	2	6	0	3
ENSMUSG00000094057	0	0	0	0	0	0	0
ENSMUSG00000094063	0	0	0	0	0	0	0
ENSMUSG00000094064	0	0	0	0	0	0	0
ENSMUSG00000094065	0	0	0	0	0	0	0
ENSMUSG00000094066	0	0	14	11	0	12	0
ENSMUSG00000094071	0	0	0	0	0	0	0
ENSMUSG00000094072	0	0	0	0	0	0	0
ENSMUSG00000094074	0	0	0	0	0	0	0
ENSMUSG00000094075	18	25	3	230	0	50	3
ENSMUSG00000094076	19	22	20	15	16	22	41
ENSMUSG00000094079	0	0	0	0	0	0	0
ENSMUSG00000094080	0	0	0	0	0	0	0
ENSMUSG00000094081	0	0	1	0	0	0	0
ENSMUSG00000094082	0	0	0	0	0	0	0
ENSMUSG00000094083	0	0	0	0	0	0	0
ENSMUSG00000094084	0	0	0	0	0	0	0
ENSMUSG00000094085	0	0	0	0	0	0	0
ENSMUSG00000094087	5	2	7	6	47	0	1
ENSMUSG00000094088	21	331	19	22	10	15	11
ENSMUSG00000094090	74	61	67	54	54	68	53
ENSMUSG00000094091	3	0	1	0	0	1	0
ENSMUSG00000094092	7	2	5	2	4	7	5
ENSMUSG00000094094	6	5	5	1	6	0	0
ENSMUSG00000094098	0	0	0	0	0	0	0
ENSMUSG00000094102	1	1	1	0	0	0	1
ENSMUSG00000094103	0	0	0	0	0	0	0
ENSMUSG00000094105	0	0	0	0	0	0	0
ENSMUSG00000094108	1	0	0	0	0	0	1
ENSMUSG00000094111	0	0	0	0	0	0	0
ENSMUSG00000094112	0	0	0	0	0	0	0
ENSMUSG00000094113	0	0	0	0	0	0	0
ENSMUSG00000094115	0	0	0	0	0	0	0
ENSMUSG00000094116	0	0	0	0	0	0	0
ENSMUSG00000094117	22	30	6	12	6	0	108
ENSMUSG00000094118	0	0	0	0	0	0	0
ENSMUSG00000094119	0	0	0	0	0	0	0
ENSMUSG00000094120	0	0	0	0	0	0	0
ENSMUSG00000094122	18	6	16	10	8	4	6
ENSMUSG00000094124	27	33	10	7	192	2	1
ENSMUSG00000094125	0	0	0	0	0	0	1
ENSMUSG00000094127	326	407	220	296	259	284	264
ENSMUSG00000094132	0	0	0	0	0	0	0
ENSMUSG00000094133	0	0	0	0	0	0	0
ENSMUSG00000094134	1	0	0	2	1	1	0
ENSMUSG00000094135	0	0	0	0	0	0	0
ENSMUSG00000094136	0	0	0	0	0	0	0
ENSMUSG00000094140	0	0	0	0	0	0	0
ENSMUSG00000094144	0	0	0	0	0	0	0
ENSMUSG00000094145	0	0	0	0	0	0	0
ENSMUSG00000094146	0	0	0	0	0	0	0
ENSMUSG00000094149	0	0	0	0	0	0	0
ENSMUSG00000094151	0	0	0	0	0	0	0
ENSMUSG00000094152	0	0	0	0	0	0	0
ENSMUSG00000094153	0	0	0	0	0	0	0
ENSMUSG00000094156	0	0	0	0	0	0	0
ENSMUSG00000094157	0	0	0	0	0	0	0
ENSMUSG00000094160	0	0	0	0	0	0	0
ENSMUSG00000094161	0	0	0	0	0	0	0
ENSMUSG00000094162	0	0	0	0	0	0	0
ENSMUSG00000094163	0	0	0	0	0	0	0
ENSMUSG00000094164	3	6	17	39	0	1	1
ENSMUSG00000094167	0	0	0	0	0	0	0
ENSMUSG00000094168	0	0	0	0	0	0	0
ENSMUSG00000094172	0	0	0	0	0	0	0
ENSMUSG00000094174	0	0	0	0	0	0	0
ENSMUSG00000094176	39	49	42	44	35	40	49
ENSMUSG00000094177	0	0	0	0	0	0	0
ENSMUSG00000094180	0	0	0	0	0	0	0
ENSMUSG00000094181	0	0	0	0	0	0	0
ENSMUSG00000094182	0	0	0	0	0	0	0
ENSMUSG00000094185	0	1	1	0	0	0	1
ENSMUSG00000094186	0	0	0	0	0	0	0
ENSMUSG00000094187	0	0	0	0	0	0	0
ENSMUSG00000094189	0	0	0	0	0	0	0
ENSMUSG00000094191	0	1	5	2	3	1	2
ENSMUSG00000094192	0	0	0	0	0	0	0
ENSMUSG00000094194	121	4	5	13	5	3	3
ENSMUSG00000094195	0	0	0	0	0	0	0
ENSMUSG00000094196	0	0	0	0	0	0	0
ENSMUSG00000094197	0	0	0	0	0	0	0
ENSMUSG00000094198	25	10	143	174	2	5	4
ENSMUSG00000094200	1	0	0	4	0	0	1
ENSMUSG00000094202	0	0	0	0	0	0	0
ENSMUSG00000094204	0	0	0	0	0	0	0
ENSMUSG00000094205	3	0	0	0	0	7	0
ENSMUSG00000094208	0	0	0	0	0	0	0
ENSMUSG00000094210	0	0	0	0	0	0	0
ENSMUSG00000094212	33	59	52	23	95	80	95
ENSMUSG00000094215	0	0	0	0	0	0	0
ENSMUSG00000094217	0	0	0	0	0	0	0
ENSMUSG00000094219	0	0	0	0	0	0	0
ENSMUSG00000094220	17	5	40	16	36	31	35
ENSMUSG00000094221	0	0	0	0	0	0	0
ENSMUSG00000094222	0	0	0	0	0	0	0
ENSMUSG00000094226	0	0	0	0	0	0	0
ENSMUSG00000094227	0	0	0	0	0	0	0
ENSMUSG00000094230	0	0	0	0	0	0	0
ENSMUSG00000094231	51	76	41	46	91	99	125
ENSMUSG00000094232	0	0	0	0	0	0	0
ENSMUSG00000094233	0	0	0	0	0	0	0
ENSMUSG00000094235	0	0	0	0	0	0	0
ENSMUSG00000094237	0	0	0	0	0	0	0
ENSMUSG00000094238	0	0	0	0	0	0	0
ENSMUSG00000094240	0	0	0	0	0	0	0
ENSMUSG00000094241	0	0	0	0	0	0	0
ENSMUSG00000094242	13	11	8	10	16	20	12
ENSMUSG00000094243	0	0	0	0	0	0	0
ENSMUSG00000094248	0	8	8	0	6	4	4
ENSMUSG00000094249	0	0	0	0	1	1	0
ENSMUSG00000094250	0	0	0	0	0	0	0
ENSMUSG00000094253	0	0	0	0	0	0	0
ENSMUSG00000094254	0	0	0	0	0	0	0
ENSMUSG00000094256	22	14	17	8	15	8	13
ENSMUSG00000094257	13	0	14	19	6	13	7
ENSMUSG00000094258	0	0	0	0	0	0	0
ENSMUSG00000094259	1	0	0	0	1	1	1
ENSMUSG00000094262	0	1	0	0	3	0	0
ENSMUSG00000094264	0	0	0	0	0	0	0
ENSMUSG00000094266	0	0	0	0	0	0	0
ENSMUSG00000094268	0	0	0	0	0	0	0
ENSMUSG00000094269	0	0	0	0	0	0	0
ENSMUSG00000094271	0	0	0	0	0	0	0
ENSMUSG00000094273	0	0	0	0	0	0	0
ENSMUSG00000094276	0	0	0	0	0	0	0
ENSMUSG00000094277	0	0	0	0	0	0	0
ENSMUSG00000094278	1	0	0	0	0	0	0
ENSMUSG00000094280	0	0	0	0	0	0	0
ENSMUSG00000094281	0	1	0	0	0	0	0
ENSMUSG00000094282	0	0	0	1	1	0	0
ENSMUSG00000094284	0	0	0	0	0	0	0
ENSMUSG00000094285	0	0	0	0	0	0	0
ENSMUSG00000094286	0	0	0	0	0	0	0
ENSMUSG00000094288	0	0	0	0	0	0	0
ENSMUSG00000094293	0	0	0	0	0	0	0
ENSMUSG00000094294	0	0	0	0	0	0	0
ENSMUSG00000094295	0	0	0	0	0	0	0
ENSMUSG00000094296	0	0	0	0	0	0	0
ENSMUSG00000094298	0	0	0	0	0	0	0
ENSMUSG00000094303	0	0	0	0	0	0	0
ENSMUSG00000094305	0	0	0	0	0	0	0
ENSMUSG00000094306	0	0	0	0	0	0	0
ENSMUSG00000094307	0	0	0	0	0	0	0
ENSMUSG00000094311	3	0	0	0	0	0	0
ENSMUSG00000094314	0	0	0	0	0	0	0
ENSMUSG00000094315	0	0	0	4	0	0	0
ENSMUSG00000094317	0	0	0	0	0	0	0
ENSMUSG00000094318	0	0	0	0	0	0	0
ENSMUSG00000094319	2	1	0	1	0	0	0
ENSMUSG00000094320	4	8	4	15	9	8	9
ENSMUSG00000094321	0	0	0	0	0	0	0
ENSMUSG00000094322	2	1	0	0	1	1	1
ENSMUSG00000094323	0	0	0	0	0	0	0
ENSMUSG00000094325	0	0	0	0	0	0	0
ENSMUSG00000094326	1	2	1	0	0	0	0
ENSMUSG00000094328	0	0	0	0	0	0	0
ENSMUSG00000094334	0	0	0	0	0	0	0
ENSMUSG00000094335	99	463	41	321	33	28	12
ENSMUSG00000094336	0	0	0	0	0	0	1
ENSMUSG00000094337	1	0	0	0	0	0	0
ENSMUSG00000094338	1	0	0	0	0	2	5
ENSMUSG00000094342	0	0	0	0	0	0	0
ENSMUSG00000094344	33	8	30	16	15	23	18
ENSMUSG00000094345	6	13	6	0	9	3	0
ENSMUSG00000094347	0	1	0	0	0	0	2
ENSMUSG00000094349	0	0	0	0	0	0	0
ENSMUSG00000094353	0	0	0	0	0	0	0
ENSMUSG00000094354	0	0	0	0	0	0	0
ENSMUSG00000094356	9	6	2	6	1	0	74
ENSMUSG00000094358	0	0	0	0	0	0	0
ENSMUSG00000094360	0	0	0	0	0	0	0
ENSMUSG00000094362	0	0	0	0	0	0	0
ENSMUSG00000094365	79	83	30	23	62	67	73
ENSMUSG00000094370	0	0	0	0	1	0	5
ENSMUSG00000094371	0	0	0	0	0	0	0
ENSMUSG00000094372	0	0	0	0	0	1	0
ENSMUSG00000094374	0	1	0	0	0	1	1
ENSMUSG00000094378	0	0	0	0	0	0	0
ENSMUSG00000094379	0	11	0	0	0	0	0
ENSMUSG00000094380	0	0	0	0	0	0	0
ENSMUSG00000094383	0	0	0	0	0	0	0
ENSMUSG00000094385	0	0	0	0	1	0	0
ENSMUSG00000094388	85	56	171	148	133	102	123
ENSMUSG00000094391	0	0	0	0	0	0	0
ENSMUSG00000094392	7	4	11	7	5	3	9
ENSMUSG00000094396	0	0	0	0	0	0	0
ENSMUSG00000094399	0	0	0	0	0	0	0
ENSMUSG00000094401	0	0	0	0	0	0	0
ENSMUSG00000094404	0	0	0	0	0	0	0
ENSMUSG00000094409	0	0	0	0	0	0	0
ENSMUSG00000094410	83	45	48	79	38	36	54
ENSMUSG00000094412	0	0	0	0	0	0	0
ENSMUSG00000094413	0	2	0	0	0	0	0
ENSMUSG00000094416	0	0	0	0	0	0	0
ENSMUSG00000094417	0	0	0	0	0	0	0
ENSMUSG00000094420	148	135	25	148	140	6	17
ENSMUSG00000094421	0	0	0	0	0	0	0
ENSMUSG00000094422	0	0	0	0	0	0	0
ENSMUSG00000094423	0	0	0	0	0	0	0
ENSMUSG00000094424	0	0	0	0	0	0	0
ENSMUSG00000094426	0	0	0	0	0	0	0
ENSMUSG00000094427	0	0	0	0	0	0	0
ENSMUSG00000094429	0	0	0	0	0	0	0
ENSMUSG00000094430	0	0	0	0	2	0	0
ENSMUSG00000094433	36	17	12	227	48	3	4
ENSMUSG00000094436	0	0	0	0	0	0	1
ENSMUSG00000094437	39	55	55	24	36	32	49
ENSMUSG00000094439	0	1	0	0	0	0	0
ENSMUSG00000094441	325	361	137	165	184	272	258
ENSMUSG00000094443	0	0	0	0	0	0	0
ENSMUSG00000094444	0	0	0	0	0	0	0
ENSMUSG00000094445	0	0	0	0	0	0	0
ENSMUSG00000094446	113	82	92	87	82	81	70
ENSMUSG00000094447	0	0	0	0	0	0	1
ENSMUSG00000094449	0	0	0	0	0	0	0
ENSMUSG00000094460	0	0	0	0	0	0	0
ENSMUSG00000094461	0	0	0	0	0	0	0
ENSMUSG00000094462	0	0	0	0	0	0	0
ENSMUSG00000094463	24	23	11	7	15	17	27
ENSMUSG00000094464	0	0	0	0	0	0	0
ENSMUSG00000094468	15	7	9	7	27	11	19
ENSMUSG00000094472	0	0	0	0	0	0	0
ENSMUSG00000094474	0	0	0	0	0	0	0
ENSMUSG00000094475	1	0	0	1	1	0	0
ENSMUSG00000094478	1	1	0	0	0	0	0
ENSMUSG00000094482	0	0	0	0	0	0	0
ENSMUSG00000094483	333	278	475	409	484	338	381
ENSMUSG00000094484	0	0	0	0	0	0	0
ENSMUSG00000094485	0	0	0	0	0	0	0
ENSMUSG00000094487	0	7	0	0	0	2	0
ENSMUSG00000094488	0	0	0	0	0	0	0
ENSMUSG00000094491	5	4	1	0	5	0	2
ENSMUSG00000094493	0	0	0	0	0	0	0
ENSMUSG00000094496	0	0	0	0	0	0	0
ENSMUSG00000094497	0	0	0	2	0	0	0
ENSMUSG00000094498	0	0	0	0	0	0	0
ENSMUSG00000094499	0	0	0	0	0	0	0
ENSMUSG00000094500	0	0	0	0	0	0	0
ENSMUSG00000094501	0	0	0	0	0	0	0
ENSMUSG00000094502	14	158	7	3	8	1	82
ENSMUSG00000094504	0	0	0	0	0	0	0
ENSMUSG00000094505	0	0	0	0	0	1	0
ENSMUSG00000094507	0	0	0	0	0	0	0
ENSMUSG00000094509	2	45	0	5	0	3	0
ENSMUSG00000094511	0	0	0	0	0	0	0
ENSMUSG00000094514	0	2	0	0	0	0	0
ENSMUSG00000094520	0	0	0	0	0	0	0
ENSMUSG00000094525	684	652	707	568	207	160	219
ENSMUSG00000094526	0	0	0	0	0	0	0
ENSMUSG00000094529	0	0	0	0	0	0	0
ENSMUSG00000094530	34	42	27	20	46	21	37
ENSMUSG00000094531	6	0	0	0	0	4	0
ENSMUSG00000094532	0	0	0	0	1	0	0
ENSMUSG00000094533	0	0	0	0	0	0	0
ENSMUSG00000094534	0	0	0	0	0	0	0
ENSMUSG00000094535	0	0	0	0	0	0	0
ENSMUSG00000094539	0	0	0	0	0	0	0
ENSMUSG00000094540	0	0	0	0	0	0	0
ENSMUSG00000094542	0	0	0	0	0	0	0
ENSMUSG00000094543	0	0	0	0	0	0	0
ENSMUSG00000094545	0	0	0	0	0	0	0
ENSMUSG00000094546	48	54	58	51	45	6	9
ENSMUSG00000094552	0	0	0	0	0	0	0
ENSMUSG00000094553	0	0	0	0	0	0	0
ENSMUSG00000094555	0	0	0	0	0	0	0
ENSMUSG00000094556	0	0	0	0	0	0	0
ENSMUSG00000094557	0	0	1	0	0	0	1
ENSMUSG00000094558	0	0	0	0	0	0	0
ENSMUSG00000094559	0	0	0	0	0	0	0
ENSMUSG00000094560	0	0	0	0	0	0	0
ENSMUSG00000094561	15	4	5	4	3	4	0
ENSMUSG00000094562	23	32	18	19	31	15	56
ENSMUSG00000094566	0	0	0	0	0	0	0
ENSMUSG00000094568	63	74	108	48	76	58	61
ENSMUSG00000094569	0	0	0	0	0	0	0
ENSMUSG00000094570	0	0	0	0	0	0	0
ENSMUSG00000094574	1	0	0	0	1	1	1
ENSMUSG00000094575	0	0	0	0	0	0	0
ENSMUSG00000094577	0	0	0	0	0	0	0
ENSMUSG00000094578	0	0	0	0	0	0	0
ENSMUSG00000094582	0	0	0	0	0	0	0
ENSMUSG00000094584	0	0	0	0	0	0	0
ENSMUSG00000094586	0	0	0	0	0	0	0
ENSMUSG00000094588	0	0	0	0	0	0	0
ENSMUSG00000094589	0	0	0	0	0	0	0
ENSMUSG00000094590	0	0	0	0	0	0	0
ENSMUSG00000094592	0	0	0	0	0	0	0
ENSMUSG00000094594	1	2	0	3	3	0	3
ENSMUSG00000094595	0	4	0	0	4	2	0
ENSMUSG00000094596	0	0	0	0	0	0	0
ENSMUSG00000094597	1	0	0	0	0	0	0
ENSMUSG00000094601	0	0	0	0	0	0	0
ENSMUSG00000094602	0	0	0	0	0	4	0
ENSMUSG00000094606	0	0	0	0	0	0	0
ENSMUSG00000094607	22	172	57	146	21	24	91
ENSMUSG00000094612	0	0	0	0	3	0	0
ENSMUSG00000094613	0	0	0	0	0	0	0
ENSMUSG00000094615	0	1	0	1	2	1	1
ENSMUSG00000094616	0	0	0	0	0	0	0
ENSMUSG00000094618	0	0	2	0	0	0	2
ENSMUSG00000094619	45	49	31	29	169	108	187
ENSMUSG00000094622	42	68	116	199	60	73	77
ENSMUSG00000094623	0	0	0	0	0	0	0
ENSMUSG00000094624	0	0	0	0	0	0	0
